번호,사업명,발주기관,수요기관,예산액,예산(만원),예산(억),발주시기,계약방법,업종,재량여부,지역,담당자,연락처
R26DD20665688,2026년 하수관로 정비공사(단가계약),부산광역시 사하구,부산광역시,272980000,27298,2.73,2026-02-24 14:58:58,제한경쟁,기타,일반경쟁,부산광역시,조은비,051-220-4146
R26DD20665682,목포북항 항만 환경개선사업(생활SOC)(2차),해양수산부 목포지방해양수산청,해양수산부,0,0,0,2026-02-24 14:57:36,,기타,금액미정,,노세환,061-280-1685
R26DD20665674,설천중 본관동 외 1동(식생활관) 화장실 및 기타 전기공사,전북특별자치도교육청 전북특별자치도무주교육지원청,전북특별자치도교육청,127081000,12708,1.27,2026-02-24 14:55:17,제한경쟁,전기공사,재량계약,전북특별자치도,권현경,063-320-5151
R26DD20665660,2026년 운정외지역 잔디생육개선 연간단가 공사,경기도 파주시,경기도,77700000,7770,0.78,2026-02-24 14:52:31,수의계약,기타,재량계약,경기도,장하은,031-940-5384
R26DD20665657,2026년 운정지역 잔디생육개선 연간단가공사(운정-2구역),경기도 파주시,경기도,99700000,9970,1.0,2026-02-24 14:51:29,수의계약,기타,재량계약,경기도,김연경,031-940-8694
R26DD20665843,색이 있는 동피랑마을 주거환경정비(지붕도색) 공사(2차분),경상남도 통영시,경상남도,339020000,33902,3.39,2026-02-24 16:00:35,제한경쟁,기타,일반경쟁,경상남도,이지현,055-650-5842
R26DD20665831,금구천(지방하천) 준설공사,전북특별자치도 김제시,전북특별자치도,55046000,5505,0.55,2026-02-24 15:56:52,수의계약,토목공사,재량계약,전북특별자치도,박성순,063-540-3965
R26DD20665819,쓰레기 반입 슬라이딩 플레이트 교체 공사,대구공공시설관리공단 성서사업처,대구광역시,88990000,8899,0.89,2026-02-24 15:52:04,수의계약,기타,재량계약,대구광역시,이성수,053-605-8403
R26DD20665816,가북면 소재지 건축물 해체공사,경상남도 거창군 농업기술센터,경상남도,60962000,6096,0.61,2026-02-24 15:51:24,수의계약,건축공사,재량계약,경상남도,류상현,055-940-8123
R26DD20665815,2026년도 지하도상가 노후 소방펌프 교체정비 공사,서울시설공단,서울특별시,95260000,9526,0.95,2026-02-24 15:51:07,수의계약,소방공사,재량계약,서울특별시,박배석,02-2290-6153
R26DD20665650,2026년 운정지역 잔디생육개선 연간단가공사(운정-1구역),경기도 파주시,경기도,90700000,9070,0.91,2026-02-24 14:50:37,수의계약,기타,재량계약,경기도,김연경,031-940-8694
R26DD20665648,삼산도서관 냉·난방기 교체공사,인천광역시 부평구,인천광역시,313643000,31364,3.14,2026-02-24 14:49:47,제한경쟁,기타,일반경쟁,인천광역시,김경희,032-509-6432
R26DD20665647,한국폴리텍대학 화성캠퍼스 기숙사 리모델링 공사(전기),한국폴리텍II대학 화성캠퍼스,학교법인한국폴리텍,1027561000,102756,10.28,2026-02-24 14:49:33,일반경쟁,전기공사,일반경쟁,경기도,최준성,031-350-3115
R26DD20665644,2026년 운정3지구 잔디생육개선 연간단가 공사,경기도 파주시,경기도,66000000,6600,0.66,2026-02-24 14:48:56,수의계약,기타,재량계약,경기도,고경욱,031-940-8701
R26DD20665643,(가칭)동탄10고 신축 조경공사,경기도교육청 경기도화성오산교육지원청,경기도교육청,416121000,41612,4.16,2026-02-24 14:48:38,제한경쟁,조경공사,일반경쟁,경기도,최진영,031-371-0799
R26DD20665635,(가칭)세교2-2고 신축 조경공사,경기도교육청 경기도화성오산교육지원청,경기도교육청,337554000,33755,3.38,2026-02-24 14:47:20,제한경쟁,조경공사,일반경쟁,경기도,최진영,031-371-0799
R26DD20666310,매전면금곡리매전금곡길농로확포장공사,경상북도 청도군,경상북도,278500000,27850,2.79,2026-02-24 19:48:52,수의계약,토목공사,일반경쟁,경상북도,정성훈,054-370-6095
R26DD20666286,청도읍원정리원정천재해복구사업,경상북도 청도군,경상북도,474350000,47435,4.74,2026-02-24 19:25:39,수의계약,기타,일반경쟁,경상북도,전승목,054-370-2332
R26DD20666267,국제정원박람회 연계정원 조성사업,서울특별시 동대문구,서울특별시,71480000,7148,0.71,2026-02-24 19:03:13,수의계약,기타,재량계약,서울특별시,김두연,02-2127-4227
R26DD20666198,순천시청 주변 교통관제센터 자가통신망 선로공사,전라남도 순천시,전라남도,75220000,7522,0.75,2026-02-24 18:07:25,수의계약,정보통신공사,재량계약,전라남도,김태영,061-749-3915
R26DD20665988,군위읍 오곡지 용수관로 설치공사,대구광역시 군위군,대구광역시,66200000,6620,0.66,2026-02-24 16:50:21,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666091,효령면 거매리 도수로 정비공사,대구광역시 군위군,대구광역시,65510000,6551,0.66,2026-02-24 17:21:51,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666067,광진소방서 장비 보관 창고 바닥 등 실내건축 공사,서울특별시 광진소방서,서울특별시,10130000,1013,0.1,2026-02-24 17:11:37,수의계약,소방공사,소액수의,서울특별시,정민정,02-6981-6621
R26DD20666060,소보면 봉황3리 용수로 개체공사,대구광역시 군위군,대구광역시,172100000,17210,1.72,2026-02-24 17:08:48,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666042,2026년 1권역 비아스팔트포장 긴급복구공사(연간계약),대구광역시 달성군,대구광역시,418004000,41800,4.18,2026-02-24 17:04:06,제한경쟁,토목공사,일반경쟁,대구광역시,김민규,053-668-2913
R26DD20666032,2026년 2권역 아스팔트포장 긴급복구공사(연간계약),대구광역시 달성군,대구광역시,543654000,54365,5.44,2026-02-24 17:02:17,제한경쟁,토목공사,일반경쟁,대구광역시,한경희,053-668-5363
R26DD20666016,2026년 임도구조개량사업(봉림),산림청 서부지방산림청 순천국유림관리소,산림청,172388000,17239,1.72,2026-02-24 16:58:35,제한경쟁,기타,재량계약,전라남도,윤정길,061-740-9341
R26DD20666008,2026년 임도구조개량사업(운곡),산림청 서부지방산림청 순천국유림관리소,산림청,207059000,20706,2.07,2026-02-24 16:57:08,제한경쟁,기타,일반경쟁,전라남도,윤정길,061-740-9341
R26DD20666004,2026년 임도구조개량사업(장안_2.63km),산림청 서부지방산림청 순천국유림관리소,산림청,254434000,25443,2.54,2026-02-24 16:55:41,제한경쟁,기타,일반경쟁,전라남도,윤정길,061-740-9341
R26DD20665792,유곡 당동마을 주차장 조성공사,경상남도 의령군,경상남도,126400000,12640,1.26,2026-02-24 15:42:48,수의계약,기타,재량계약,경상남도,오민욱,055-570-3634
R26DD20665785,2026년 9호선 2·3단계 강체전차선 AL T-BAR 및 애자세척공사,서울교통공사,서울특별시,167352160,16735,1.67,2026-02-24 15:37:43,제한경쟁,기타,재량계약,서울특별시,임슬기,02-2656-2776
R26DD20665737,동복호 이주민쉼터 관리사무실 전기공사,광주광역시 상수도사업본부 용연정수사업소,광주광역시,7994000,799,0.08,2026-02-24 15:19:08,수의계약,전기공사,소액수의,전라남도,김병현,062-609-6353
R26DD20665717,회야수질개선사업소 수중펌프 정기보수 공사,울산광역시,울산광역시,95664000,9566,0.96,2026-02-24 15:07:58,수의계약,기타,재량계약,울산광역시,김정현,052-229-3296
R26DD20665659,2026년 진도군 슬레이트 지붕해체 철거공사(3권역),사단법인 수생태보전협의회,사단법인 수생태보전협의회,174664730,17466,1.75,2026-02-24 14:52:16,수의계약,기타,재량계약,전라남도,한승완,062-674-9150
R26DD20667004,서울랜드 베스트키즈 석면해체‧제거 공사,서울특별시 서울대공원,서울특별시,53625000,5362,0.54,2026-02-25 11:22:10,수의계약,기타,재량계약,경기도,김재환,02-500-7411
R26DD20667386,"중앙로 신,구 지하상가 연결공사 하자보수 공사",대전광역시 건설관리본부,대전광역시,70585000,7058,0.71,2026-02-25 14:33:39,수의계약,기타,재량계약,대전광역시,김초희,042-270-8741
R26DD20667097,2026년 쌈지공원 유지관리공사,경기도 부천시,경기도,76362000,7636,0.76,2026-02-25 13:08:01,수의계약,기타,재량계약,경기도,황다현,032-625-3567
R26DD20667053,내촌 공공하수처리시설 증설사업 소방공사(전기분야),경기도 포천시 안전도시국 상하수과,경기도,76526000,7653,0.77,2026-02-25 11:40:20,수의계약,전기공사,재량계약,경기도,김동건,031-538-3529
R26DD20665656,2026년 진도군 슬레이트 지붕해체 철거공사(2권역),사단법인 수생태보전협의회,사단법인 수생태보전협의회,174664730,17466,1.75,2026-02-24 14:51:26,수의계약,기타,재량계약,전라남도,한승완,062-674-9150
R26DD20665653,국도38호선 서산권역 포장도 보수공사,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,509820000,50982,5.1,2026-02-24 14:51:14,제한경쟁,토목공사,일반경쟁,충청남도,김원채,041-330-6517
R26DD20665629,(가칭)세교소프트웨어고 신축 조경공사,경기도교육청 경기도화성오산교육지원청,경기도교육청,299431000,29943,2.99,2026-02-24 14:45:01,제한경쟁,조경공사,일반경쟁,경기도,이범희,031-371-0792
R26DD20667046,"2026년 상반기 소나무재선충병 방제사업(나무주사, 기번1)",산림청 동부지방산림청 삼척국유림관리소,산림청,84333000,8433,0.84,2026-02-25 11:34:35,지명경쟁,기타,재량계약,강원특별자치도,유남식,033-570-5226
R26DD20667030,2026년 가로수 병해충 방제사업,경기도 화성시 병점구,경기도,119150000,11915,1.19,2026-02-25 11:29:21,제한경쟁,기타,재량계약,경기도,이승원,031-5189-4432
R26DD20666972,공도 제84호 수변공원 조성사업(전기),경기도 안성시,경기도,599455400,59946,5.99,2026-02-25 11:07:59,제한경쟁,전기공사,일반경쟁,경기도,장미,031-678-2383
R26DD20666965,2026년 상반기 소나무재선충병 방제사업(제5차),산림청 북부지방산림청 춘천국유림관리소,산림청,37169000,3717,0.37,2026-02-25 11:05:18,지명경쟁,기타,소액수의,강원특별자치도,김민수,033-240-9930
R26DD20666944,공도 제84호 수변공원 조성사업(통신),경기도 안성시,경기도,337818000,33782,3.38,2026-02-25 10:52:06,수의계약,정보통신공사,일반경쟁,경기도,장미,031-678-2383
R26DD20666321,눌미(리도201호선)마을진입로아스콘재포장공사,경상북도 청도군,경상북도,80948000,8095,0.81,2026-02-24 19:55:52,수의계약,토목공사,재량계약,경상북도,이재희,054-370-2327
R26DD20666320, 서생 화산마을 농로개설공사,울산광역시 울주군,울산광역시,48900000,4890,0.49,2026-02-24 19:55:46,수의계약,기타,소액수의,울산광역시,정승익,052-204-1555
R26DD20666308,국도42호선 횡성 안흥-방림 도로건설 소방공사(2차),국토교통부 원주지방국토관리청,국토교통부,0,0,0,2026-02-24 19:48:19,,소방공사,금액미정,,이준범,033-769-5723
R26DD20666298,감성~축산리 인도 개설공사,세종특별자치시,세종특별자치시,398380000,39838,3.98,2026-02-24 19:34:07,제한경쟁,기타,일반경쟁,,박세윤,044-300-5233
R26DD20666285,도화면 죽도 물양장 조성공사,전라남도 고흥군,전라남도,496760000,49676,4.97,2026-02-24 19:24:31,제한경쟁,기타,일반경쟁,전라남도,김원상,061-830-5408
R26DD20666264,보령요트경기장 배후단지 내 교육원 신축공사(전기),충청남도 보령시,충청남도,385697000,38570,3.86,2026-02-24 19:02:50,제한경쟁,전기공사,일반경쟁,충청남도,백성욱,041-930-3114
R26DD20666254,동천~황성 도시숲 구간 지장물 철거공사,경상북도 경주시,경상북도,56750000,5675,0.57,2026-02-24 18:46:07,수의계약,기타,재량계약,경상북도,윤태연,054-760-2289
R26DD20666246,2026년 녹지대 유지관리 연간단가 공사,서울특별시 동대문구,서울특별시,120000000,12000,1.2,2026-02-24 18:40:41,수의계약,기타,재량계약,서울특별시,지석원,02-2127-4611
R26DD20666244,흥무공원 교통신호기 설치,경상북도 경주시,경상북도,76830000,7683,0.77,2026-02-24 18:39:55,수의계약,정보통신공사,재량계약,경상북도,류영하,054-779-6519
R26DD20666084,효령면 장군1리 자릿들 용수로 개체공사,대구광역시 군위군,대구광역시,66200000,6620,0.66,2026-02-24 17:17:45,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666023,2026년 1권역 아스팔트포장 긴급복구공사(연간계약),대구광역시 달성군,대구광역시,994173000,99417,9.94,2026-02-24 16:59:46,제한경쟁,토목공사,일반경쟁,대구광역시,김민규,053-668-2913
R26DD20666020,두모1리 마을만들기사업 건축공사,충청북도 청주시,충청북도,407659000,40766,4.08,2026-02-24 16:59:27,수의계약,건축공사,일반경쟁,충청북도,김두영,043-201-2104
R26DD20666012,2026년 임도구조개량사업(고시_4.95km),산림청 서부지방산림청 순천국유림관리소,산림청,317620000,31762,3.18,2026-02-24 16:57:53,제한경쟁,기타,일반경쟁,전라남도,윤정길,061-740-9341
R26DD20666002,2026년 향동2지구 도시공원 녹지관리공사,경기도 고양시,경기도,80874000,8087,0.81,2026-02-24 16:55:10,수의계약,기타,재량계약,경기도,송주현,031-8075-4328
R26DD20665993,2026년 화정2지구 도시공원 녹지관리공사,경기도 고양시,경기도,101810000,10181,1.02,2026-02-24 16:52:16,수의계약,기타,재량계약,경기도,정다혜,031-8075-4319
R26DD20665983,2026년 오산천 유지 준설공사,경기도 오산시,경기도,215961000,21596,2.16,2026-02-24 16:48:47,수의계약,기타,일반경쟁,경기도,최일호,031-8036-6772
R26DD20665981,당월천 호우피해 재해복구사업,전북특별자치도 김제시,전북특별자치도,43921000,4392,0.44,2026-02-24 16:47:55,수의계약,기타,소액수의,전북특별자치도,김시현,063-540-3985
R26DD20665969,홍보지구 대단위농업개발사업 천북공구 전기공사,한국농어촌공사 충남서부관리단,한국농어촌공사,0,0,0,2026-02-24 16:42:51,,전기공사,금액미정,,신유지,041-630-5843
R26DD20665968,통영시보건소 인근 보도블럭 정비공사,경상남도 통영시,경상남도,99970000,9997,1.0,2026-02-24 16:42:44,수의계약,기타,재량계약,경상남도,박선우,055-650-1414
R26DD20665960,2026년 관내 간선도로 보도포장 정비공사(연간단가),서울특별시 은평구,서울특별시,1429000000,142900,14.29,2026-02-24 16:39:05,제한경쟁,토목공사,일반경쟁,서울특별시,양태욱,02-351-7922
R26DD20665948,비안자락도로(군도15호)확포장공사(2차),경상북도 의성군,경상북도,1834580000,183458,18.35,2026-02-24 16:36:34,제한경쟁,토목공사,일반경쟁,경상북도,김수겸,054-830-6337
R26DD20666255,솔가람고 다목적강당 옹벽 신설공사,전라남도교육청 전라남도담양교육지원청,전라남도교육청,114373000,11437,1.14,2026-02-24 18:46:52,수의계약,기타,재량계약,전라남도,김광식,061-380-8161
R26DD20666231,2026년 지능형 CCTV 확대 구축사업(통신),경상남도 진주시,경상남도,1131301000,113130,11.31,2026-02-24 18:27:49,수의계약,정보통신공사,일반경쟁,경상남도,김성재,055-749-3642
R26DD20666230,옥성면 주아리 윗가락골 농로 개설공사,경상북도 구미시,경상북도,60000000,6000,0.6,2026-02-24 18:27:18,수의계약,기타,재량계약,경상북도,김재현,054-480-5733
R26DD20666227,한림 안하마을 일원 노후관로 교체공사,경상남도 김해시,경상남도,1240450000,124045,12.4,2026-02-24 18:23:28,제한경쟁,기타,일반경쟁,경상남도,도미현,055-330-3883
R26DD20666202,2026년 가로수 환경개선공사(단가계약),경기도 부천시 소사구,경기도,93000000,9300,0.93,2026-02-24 18:08:25,수의계약,기타,재량계약,경기도,나은정,032-625-6481
R26DD20666136,2026년 포장도로 유지보수공사(연간단가),서울특별시 송파구,서울특별시,816700000,81670,8.17,2026-02-24 17:42:14,제한경쟁,토목공사,일반경쟁,서울특별시,이혜영,02-2147-2483
R26DD20666134,내동 홈플러스 일원 노후관로 교체공사,경상남도 김해시,경상남도,1411320000,141132,14.11,2026-02-24 17:40:54,제한경쟁,기타,일반경쟁,경상남도,강봉주,055-330-3907
R26DD20666092,강화군 축구장 인조잔디 철거공사,인천광역시 강화군,인천광역시,85118000,8512,0.85,2026-02-24 17:21:53,수의계약,기타,재량계약,인천광역시,문화체육시설팀,032-930-3923
R26DD20666078,소보면 봉황2리 마을 안 용수로 개체공사,대구광역시 군위군,대구광역시,195300000,19530,1.95,2026-02-24 17:13:30,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666077,국도42호선 정선 임계-동해 신흥 도로건설공사(3차),국토교통부 원주지방국토관리청,국토교통부,0,0,0,2026-02-24 17:13:25,,토목공사,금액미정,,이준범,033-769-5723
R26DD20666065,내동 연지성당 일원 노후관로 교체공사,경상남도 김해시,경상남도,1429000000,142900,14.29,2026-02-24 17:10:30,제한경쟁,기타,일반경쟁,경상남도,강봉주,055-330-3907
R26DD20666039,국도38호선 태안4권역 포장도 보수공사,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,981030000,98103,9.81,2026-02-24 17:03:10,제한경쟁,토목공사,일반경쟁,충청남도,김원채,041-330-6517
R26DD20666021,군위읍 외량2리 오가지 송수관로 설치공사,대구광역시 군위군,대구광역시,143900000,14390,1.44,2026-02-24 16:59:28,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666015,용곡2리 마을만들기사업 건축공사,충청북도 청주시,충청북도,396615000,39662,3.97,2026-02-24 16:58:27,수의계약,건축공사,일반경쟁,충청북도,김두영,043-201-2104
R26DD20666402,2026년 서거차도 발전소 계획예방 정비공사,전라남도 진도군,전라남도,160919000,16092,1.61,2026-02-24 21:41:09,수의계약,기타,재량계약,전라남도,양소영,061-540-6414
R26DD20665998, 임진강변 생태탐방로 호우피해 복구공사,경기도 파주시,경기도,202200000,20220,2.02,2026-02-24 16:54:38,수의계약,기타,일반경쟁,경기도,홍현기,031-940-5194
R26DD20665997,2026년 향동1지구 도시공원 녹지관리공사,경기도 고양시,경기도,63182000,6318,0.63,2026-02-24 16:53:59,수의계약,기타,재량계약,경기도,송주현,031-8075-4328
R26DD20665945,2026년 차선유지관리공사 단가계약(주·정차금지),광주광역시 광산구,광주광역시,278307000,27831,2.78,2026-02-24 16:35:57,제한경쟁,기타,일반경쟁,광주광역시,김예림,062-960-8633
R26DD20665939,무수천 호우피해 재해복구사업,전북특별자치도 김제시,전북특별자치도,51690000,5169,0.52,2026-02-24 16:34:43,수의계약,기타,재량계약,전북특별자치도,김시현,063-540-3985
R26DD20665922,부적면 마구평리 문화마을 보행자길 정비공사,충청남도 논산시,충청남도,133190000,13319,1.33,2026-02-24 16:30:15,수의계약,기타,재량계약,충청남도,송영빈,041-746-6275
R26DD20665882,2025년 스마트팜 온실신축 지원사업,행복농장,행복농장,627532000,62753,6.28,2026-02-24 16:15:13,제한경쟁,건축공사,일반경쟁,경상북도,이상은,***********
R26DD20665714,국도39호선 아산권역 포장도 보수공사,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,1151240000,115124,11.51,2026-02-24 15:06:33,제한경쟁,토목공사,일반경쟁,충청남도,김원채,041-330-6517
R26DD20665710,2026년 소리천 녹지 유지관리공사,경기도 파주시,경기도,185000000,18500,1.85,2026-02-24 15:05:26,수의계약,기타,재량계약,경기도,박현준,031-940-8710
R26DD20665697,삼산·여천매립장 진·출입로 및 교차로 정비공사(전기),재단법인2028울산국제정원박람회조직위원회,울산광역시,607611000,60761,6.08,2026-02-24 15:02:27,제한경쟁,전기공사,일반경쟁,울산광역시,오선수,052-228-2725
R26DD20665672,2026년 담장허물기 주차장 조성공사 (연간단가),서울특별시 관악구,서울특별시,82189050,8219,0.82,2026-02-24 14:55:08,수의계약,기타,재량계약,서울특별시,서해니,02-879-6864
R26DD20666428,관산 죽교2지구 흙수로 구조물화사업,전라남도 장흥군,전라남도,80000000,8000,0.8,2026-02-24 23:31:04,수의계약,기타,재량계약,전라남도,임재연,061-860-6154
R26DD20667311,2026년 중부수도사업소 세대별 계량기 설치공사(연간계약),인천광역시 상수도사업본부,인천광역시,42832900,4283,0.43,2026-02-25 14:12:26,수의계약,기타,소액수의,인천광역시,한대동,032-720-2093
R26DD20667303,2026년 북부2-1구역 블록시스템 정비공사(연간계약),인천광역시 상수도사업본부,인천광역시,546865000,54686,5.47,2026-02-25 14:09:11,제한경쟁,기타,일반경쟁,인천광역시,한대동,032-720-2093
R26DD20667294,2026년 신장지구 등 가로수 보식 공사,경기도 하남시,경기도,77349750,7735,0.77,2026-02-25 14:06:56,수의계약,기타,재량계약,경기도,하연숙,031-5182-1169
R26DD20667246,2026년 지하주택 등 침수방지시설 설치공사,서울특별시 서초구,서울특별시,650000000,65000,6.5,2026-02-25 13:52:23,제한경쟁,기타,일반경쟁,서울특별시,이광인,02-2155-6500
R26DD20666336,금산 송백 체육시설 자전거도로 개선사업,경상남도 진주시,경상남도,259150000,25915,2.59,2026-02-24 20:06:01,수의계약,토목공사,일반경쟁,경상남도,최성호,055-749-8660
R26DD20666330,청량 화정마을 용수로 설치공사,울산광역시 울주군,울산광역시,35020000,3502,0.35,2026-02-24 20:01:15,수의계약,기타,소액수의,울산광역시,박진형,052-204-1552
R26DD20666325,축산~금천리 하천 및 도로 정비공사,세종특별자치시,세종특별자치시,400680000,40068,4.01,2026-02-24 19:57:26,제한경쟁,토목공사,일반경쟁,,박세윤,044-300-5233
R26DD20666300,2026년 숲가꾸기(봉평 1차)사업,산림청 동부지방산림청 평창국유림관리소,산림청,103262000,10326,1.03,2026-02-24 19:34:41,지명경쟁,기타,재량계약,강원특별자치도,오규상,033-330-4013
R26DD20666281,신대 생태회랑 보도블록 정비공사,전라남도 순천시,전라남도,560265000,56026,5.6,2026-02-24 19:20:33,제한경쟁,기타,일반경쟁,전라남도,염정원,061-749-8658
R26DD20665854,소규모 공공시설(삼태리 세천0004) 재해복구사업,충청남도 천안시,충청남도,70360000,7036,0.7,2026-02-24 16:06:00,수의계약,기타,재량계약,충청남도,강성재,041-521-5576
R26DD20665841,국도38호선 태안1권역 포장도 보수공사,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,996810000,99681,9.97,2026-02-24 16:00:29,제한경쟁,토목공사,일반경쟁,충청남도,김원채,041-330-6517
R26DD20665793,국도1호선 천안권역 포장도 보수공사,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,538200000,53820,5.38,2026-02-24 15:42:53,제한경쟁,토목공사,일반경쟁,충청남도,김원채,041-330-6517
R26DD20665720,삼산·여천배수구역 우수토실 및 관로매설 공사(전기),재단법인2028울산국제정원박람회조직위원회,울산광역시,508440000,50844,5.08,2026-02-24 15:11:22,제한경쟁,전기공사,일반경쟁,울산광역시,오선수,052-228-2724
R26DD20667191,서울대공원 낙타사 외 3개소 노후 관람로 개선공사,서울특별시,서울특별시,709560000,70956,7.1,2026-02-25 13:37:27,제한경쟁,기타,일반경쟁,경기도,황미현,02-500-7443
R26DD20667166,2026년 솔껍질깍지벌레 예방나무주사사업,부산광역시 기장군,부산광역시,55131000,5513,0.55,2026-02-25 13:31:31,수의계약,기타,재량계약,부산광역시,손영석,051-709-5451
R26DD20667387,2026년 MTV 녹지대 관리공사(5구역),경기도 안산시 단원구,경기도,83000000,8300,0.83,2026-02-25 14:33:45,수의계약,기타,재량계약,경기도,최윤나 주무관,031-481-6416
R26DD20667377,승강기 유압모터 교체 공사,광주광역시 각화동농산물도매시장관리사무소,광주광역시,5258000,526,0.05,2026-02-25 14:30:18,수의계약,기타,소액수의,광주광역시,유재용,062-613-5525
R26DD20667332,2026년 남동구 1지역 블록정비공사(연간계약),인천광역시 상수도사업본부,인천광역시,498036000,49804,4.98,2026-02-25 14:16:02,제한경쟁,기타,일반경쟁,인천광역시,한대동,032-720-2093
R26DD20666395,달전리 아스콘 덧씌우기공사,세종특별자치시,세종특별자치시,162530000,16253,1.63,2026-02-24 21:13:13,수의계약,기타,재량계약,,박세윤,044-300-5233
R26DD20666683,2026년 상반기 도시숲(1권역) 연중관리 공사,경기도 의왕시,경기도,83699000,8370,0.84,2026-02-25 09:37:56,수의계약,기타,재량계약,경기도,유세리,031-345-3833
R26DD20667293,용담공원 정비공사,인천광역시 연수구,인천광역시,47848000,4785,0.48,2026-02-25 14:06:43,수의계약,기타,소액수의,인천광역시,이선아,032-749-8692
R26DD20667272,성주군 농촌돌봄마을 시범단지조성사업 전기공사,한국농어촌공사 경북지역본부 성주지사,한국농어촌공사,1154873210,115487,11.55,2026-02-25 14:00:49,제한경쟁,전기공사,일반경쟁,경상북도,유경,054-930-0714
R26DD20667207,밀성공원 사면정비공사,경상남도 밀양시,경상남도,33960000,3396,0.34,2026-02-25 13:38:57,수의계약,기타,소액수의,경상남도,엄영식,055-359-5146
R26DD20666124,어구 보전시설 통합정비공사,인천광역시 강화군,인천광역시,3571483000,357148,35.71,2026-02-24 17:36:18,제한경쟁,기타,일반경쟁,인천광역시,어촌재생팀,032-930-3843
R26DD20666088,생활권 공원녹지 내 맨발길 조성사업((전기),대전광역시 동구,대전광역시,65880000,6588,0.66,2026-02-24 17:19:57,수의계약,전기공사,재량계약,대전광역시,송재필,042-251-4753
R26DD20666044,소보면 봉소리 상소지 용수로 개체공사,대구광역시 군위군,대구광역시,139000000,13900,1.39,2026-02-24 17:04:20,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666006,2026년 임도구조개량사업(장안_4.96km),산림청 서부지방산림청 순천국유림관리소,산림청,238824000,23882,2.39,2026-02-24 16:56:27,제한경쟁,기타,일반경쟁,전라남도,윤정길,061-740-9341
R26DD20665995,속초시민약국 앞 가속차로 설치공사,강원특별자치도 속초시,강원특별자치도,41100000,4110,0.41,2026-02-24 16:53:38,수의계약,기타,소액수의,강원특별자치도,김상유,033-639-2487
R26DD20665977,서울숲 노후 체육시설 등 정비사업 ,서울특별시,서울특별시,299043440,29904,2.99,2026-02-24 16:46:05,제한경쟁,기타,일반경쟁,서울특별시,심재선,02-460-2973
R26DD20667197,궁촌지구 배수개선사업 토목공사,한국농어촌공사 강원지역본부 원주지사,한국농어촌공사,5281530000,528153,52.82,2026-02-25 13:38:07,제한경쟁,토목공사,일반경쟁,강원특별자치도,김도경,033-749-1608
R26DD20667194,2026년 하천시설물 정비공사(연간단가),서울특별시 노원구,서울특별시,866746000,86675,8.67,2026-02-25 13:37:37,제한경쟁,토목공사,일반경쟁,서울특별시,지영호,02-2116-3464
R26DD20667168,하성면 전류리 11 일원 배수로 정비공사,경기도 김포시,경기도,368684000,36868,3.69,2026-02-25 13:32:06,수의계약,기타,일반경쟁,경기도,오병관,031-980-2431
R26DD20667162,서남센터 오니처리시설 이송설비 정비공사,서울물재생시설공단,서울물재생시설공단,199956000,19996,2.0,2026-02-25 13:31:06,수의계약,기타,재량계약,서울특별시,김태인,02-3410-9744
R26DD20667159,공성 이화2리 중리 세천정비공사,경상북도 상주시,경상북도,131800000,13180,1.32,2026-02-25 13:30:41,수의계약,기타,재량계약,경상북도,채종규,054-537-6132
R26DD20666900,중앙소방학교 천안청사 석면해체 보수공사,소방청 중앙소방학교,소방청,357720000,35772,3.58,2026-02-25 10:25:20,일반경쟁,소방공사,일반경쟁,충청남도,유재학,041-550-0916
R26DD20666885,관산 송촌3구 배수로 정비사업,전라남도 장흥군,전라남도,46100000,4610,0.46,2026-02-25 10:19:27,수의계약,기타,소액수의,전라남도,임재연,061-860-6154
R26DD20666871,마조26호용수지거외 2개소 수로관설치공사,한국농어촌공사 경기지역본부 김포지사,한국농어촌공사,21800000,2180,0.22,2026-02-25 10:14:45,수의계약,기타,소액수의,경기도,이은서,031-980-8106
R26DD20666847,국도23호선 함평 진양지구 등 6개소 포장도 보수공사,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,853000000,85300,8.53,2026-02-25 10:06:20,제한경쟁,토목공사,일반경쟁,전라남도,석지언,062-970-6313
R26DD20666846,국도1호선 나주 장산지구 등 9개소 포장도 보수공사,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,852000000,85200,8.52,2026-02-25 10:05:45,제한경쟁,토목공사,일반경쟁,전라남도,석지언,062-970-6313
R26DD20667100,2026년 공영주차장 유지관리 정비공사(단가계약),경기도 부천시,경기도,191143000,19114,1.91,2026-02-25 13:09:48,수의계약,기타,재량계약,경기도,장민식,032-625-4772
