번호,사업명,발주기관,수요기관,예산액,예산(만원),예산(억),발주시기,계약방법,업종,재량여부,지역,담당자,연락처
R26DD20665739,2026년 안평천변생활환경숲조성사업,경상북도 의성군,경상북도,190000000,19000,1.9,2026-02-24 15:19:51,제한경쟁,기타,재량계약,경상북도,이승준,054-830-6574
R26DD20667263,홍천 양덕원천 생태하천조성사업 전기공사,한국농어촌공사 강원지역본부 홍천.춘천지사,한국농어촌공사,71769000,7177,0.72,2026-02-25 13:57:40,수의계약,전기공사,재량계약,강원특별자치도,강이란,033-430-9526
R26DD20667187,2026년 가로수 전정 및 관리사업(용평동 일원),경상남도 밀양시,경상남도,29500000,2950,0.29,2026-02-25 13:36:47,수의계약,기타,소액수의,경상남도,엄영식,055-359-5146
R26DD20667185,2026년 가로수 전정 및 관리사업(삼랑진읍 송지리 일원),경상남도 밀양시,경상남도,39050000,3905,0.39,2026-02-25 13:36:02,수의계약,기타,소액수의,경상남도,엄영식,055-359-5146
R26DD20667184,화북 용유리 농로 정비공사,경상북도 상주시,경상북도,120100000,12010,1.2,2026-02-25 13:35:33,수의계약,기타,재량계약,경상북도,채종규,054-537-6132
R26DD20667180,2026년 가로수 전정 및 관리사업(부북면 감천리 일원),경상남도 밀양시,경상남도,39930000,3993,0.4,2026-02-25 13:35:12,수의계약,기타,소액수의,경상남도,엄영식,055-359-5146
R26DD20667152,마음에온 아라 지반보강 공사,제주특별자치도개발공사,제주특별자치도,100321000,10032,1.0,2026-02-25 13:29:15,수의계약,기타,재량계약,제주특별자치도,강영근,064-780-3441
R26DD20667150,2026년도 북천변 느티나무 가로수 전지전정 공사,경상북도 상주시,경상북도,77000000,7700,0.77,2026-02-25 13:28:41,수의계약,기타,재량계약,경상북도,채종규,054-537-6132
R26DD20665695,2026년 소사벌레포츠타운 천연잔디축구장 잔디관리공사,경기도 평택시,경기도,77849000,7785,0.78,2026-02-24 15:01:46,수의계약,기타,재량계약,경기도,김나현,031-8024-3352
R26DD20665674,설천중 본관동 외 1동(식생활관) 화장실 및 기타 전기공사,전북특별자치도교육청 전북특별자치도무주교육지원청,전북특별자치도교육청,127081000,12708,1.27,2026-02-24 14:55:17,제한경쟁,전기공사,재량계약,전북특별자치도,권현경,063-320-5151
R26DD20665660,2026년 운정외지역 잔디생육개선 연간단가 공사,경기도 파주시,경기도,77700000,7770,0.78,2026-02-24 14:52:31,수의계약,기타,재량계약,경기도,장하은,031-940-5384
R26DD20665657,2026년 운정지역 잔디생육개선 연간단가공사(운정-2구역),경기도 파주시,경기도,99700000,9970,1.0,2026-02-24 14:51:29,수의계약,기타,재량계약,경기도,김연경,031-940-8694
R26DD20665831,금구천(지방하천) 준설공사,전북특별자치도 김제시,전북특별자치도,55046000,5505,0.55,2026-02-24 15:56:52,수의계약,토목공사,재량계약,전북특별자치도,박성순,063-540-3965
R26DD20665819,쓰레기 반입 슬라이딩 플레이트 교체 공사,대구공공시설관리공단 성서사업처,대구광역시,88990000,8899,0.89,2026-02-24 15:52:04,수의계약,기타,재량계약,대구광역시,이성수,053-605-8403
R26DD20665816,가북면 소재지 건축물 해체공사,경상남도 거창군 농업기술센터,경상남도,60962000,6096,0.61,2026-02-24 15:51:24,수의계약,건축공사,재량계약,경상남도,류상현,055-940-8123
R26DD20665815,2026년도 지하도상가 노후 소방펌프 교체정비 공사,서울시설공단,서울특별시,95260000,9526,0.95,2026-02-24 15:51:07,수의계약,소방공사,재량계약,서울특별시,박배석,02-2290-6153
R26DD20665650,2026년 운정지역 잔디생육개선 연간단가공사(운정-1구역),경기도 파주시,경기도,90700000,9070,0.91,2026-02-24 14:50:37,수의계약,기타,재량계약,경기도,김연경,031-940-8694
R26DD20665644,2026년 운정3지구 잔디생육개선 연간단가 공사,경기도 파주시,경기도,66000000,6600,0.66,2026-02-24 14:48:56,수의계약,기타,재량계약,경기도,고경욱,031-940-8701
R26DD20666267,국제정원박람회 연계정원 조성사업,서울특별시 동대문구,서울특별시,71480000,7148,0.71,2026-02-24 19:03:13,수의계약,기타,재량계약,서울특별시,김두연,02-2127-4227
R26DD20666198,순천시청 주변 교통관제센터 자가통신망 선로공사,전라남도 순천시,전라남도,75220000,7522,0.75,2026-02-24 18:07:25,수의계약,정보통신공사,재량계약,전라남도,김태영,061-749-3915
R26DD20665988,군위읍 오곡지 용수관로 설치공사,대구광역시 군위군,대구광역시,66200000,6620,0.66,2026-02-24 16:50:21,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666091,효령면 거매리 도수로 정비공사,대구광역시 군위군,대구광역시,65510000,6551,0.66,2026-02-24 17:21:51,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666067,광진소방서 장비 보관 창고 바닥 등 실내건축 공사,서울특별시 광진소방서,서울특별시,10130000,1013,0.1,2026-02-24 17:11:37,수의계약,소방공사,소액수의,서울특별시,정민정,02-6981-6621
R26DD20666060,소보면 봉황3리 용수로 개체공사,대구광역시 군위군,대구광역시,172100000,17210,1.72,2026-02-24 17:08:48,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666016,2026년 임도구조개량사업(봉림),산림청 서부지방산림청 순천국유림관리소,산림청,172388000,17239,1.72,2026-02-24 16:58:35,제한경쟁,기타,재량계약,전라남도,윤정길,061-740-9341
R26DD20665792,유곡 당동마을 주차장 조성공사,경상남도 의령군,경상남도,126400000,12640,1.26,2026-02-24 15:42:48,수의계약,기타,재량계약,경상남도,오민욱,055-570-3634
R26DD20665785,2026년 9호선 2·3단계 강체전차선 AL T-BAR 및 애자세척공사,서울교통공사,서울특별시,167352160,16735,1.67,2026-02-24 15:37:43,제한경쟁,기타,재량계약,서울특별시,임슬기,02-2656-2776
R26DD20665737,동복호 이주민쉼터 관리사무실 전기공사,광주광역시 상수도사업본부 용연정수사업소,광주광역시,7994000,799,0.08,2026-02-24 15:19:08,수의계약,전기공사,소액수의,전라남도,김병현,062-609-6353
R26DD20665717,회야수질개선사업소 수중펌프 정기보수 공사,울산광역시,울산광역시,95664000,9566,0.96,2026-02-24 15:07:58,수의계약,기타,재량계약,울산광역시,김정현,052-229-3296
R26DD20665659,2026년 진도군 슬레이트 지붕해체 철거공사(3권역),사단법인 수생태보전협의회,사단법인 수생태보전협의회,174664730,17466,1.75,2026-02-24 14:52:16,수의계약,기타,재량계약,전라남도,한승완,062-674-9150
R26DD20667004,서울랜드 베스트키즈 석면해체‧제거 공사,서울특별시 서울대공원,서울특별시,53625000,5362,0.54,2026-02-25 11:22:10,수의계약,기타,재량계약,경기도,김재환,02-500-7411
R26DD20667386,"중앙로 신,구 지하상가 연결공사 하자보수 공사",대전광역시 건설관리본부,대전광역시,70585000,7058,0.71,2026-02-25 14:33:39,수의계약,기타,재량계약,대전광역시,김초희,042-270-8741
R26DD20667097,2026년 쌈지공원 유지관리공사,경기도 부천시,경기도,76362000,7636,0.76,2026-02-25 13:08:01,수의계약,기타,재량계약,경기도,황다현,032-625-3567
R26DD20667053,내촌 공공하수처리시설 증설사업 소방공사(전기분야),경기도 포천시 안전도시국 상하수과,경기도,76526000,7653,0.77,2026-02-25 11:40:20,수의계약,전기공사,재량계약,경기도,김동건,031-538-3529
R26DD20665656,2026년 진도군 슬레이트 지붕해체 철거공사(2권역),사단법인 수생태보전협의회,사단법인 수생태보전협의회,174664730,17466,1.75,2026-02-24 14:51:26,수의계약,기타,재량계약,전라남도,한승완,062-674-9150
R26DD20667046,"2026년 상반기 소나무재선충병 방제사업(나무주사, 기번1)",산림청 동부지방산림청 삼척국유림관리소,산림청,84333000,8433,0.84,2026-02-25 11:34:35,지명경쟁,기타,재량계약,강원특별자치도,유남식,033-570-5226
R26DD20667030,2026년 가로수 병해충 방제사업,경기도 화성시 병점구,경기도,119150000,11915,1.19,2026-02-25 11:29:21,제한경쟁,기타,재량계약,경기도,이승원,031-5189-4432
R26DD20666965,2026년 상반기 소나무재선충병 방제사업(제5차),산림청 북부지방산림청 춘천국유림관리소,산림청,37169000,3717,0.37,2026-02-25 11:05:18,지명경쟁,기타,소액수의,강원특별자치도,김민수,033-240-9930
R26DD20666321,눌미(리도201호선)마을진입로아스콘재포장공사,경상북도 청도군,경상북도,80948000,8095,0.81,2026-02-24 19:55:52,수의계약,토목공사,재량계약,경상북도,이재희,054-370-2327
R26DD20666320, 서생 화산마을 농로개설공사,울산광역시 울주군,울산광역시,48900000,4890,0.49,2026-02-24 19:55:46,수의계약,기타,소액수의,울산광역시,정승익,052-204-1555
R26DD20666254,동천~황성 도시숲 구간 지장물 철거공사,경상북도 경주시,경상북도,56750000,5675,0.57,2026-02-24 18:46:07,수의계약,기타,재량계약,경상북도,윤태연,054-760-2289
R26DD20666246,2026년 녹지대 유지관리 연간단가 공사,서울특별시 동대문구,서울특별시,120000000,12000,1.2,2026-02-24 18:40:41,수의계약,기타,재량계약,서울특별시,지석원,02-2127-4611
R26DD20666244,흥무공원 교통신호기 설치,경상북도 경주시,경상북도,76830000,7683,0.77,2026-02-24 18:39:55,수의계약,정보통신공사,재량계약,경상북도,류영하,054-779-6519
R26DD20666084,효령면 장군1리 자릿들 용수로 개체공사,대구광역시 군위군,대구광역시,66200000,6620,0.66,2026-02-24 17:17:45,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666002,2026년 향동2지구 도시공원 녹지관리공사,경기도 고양시,경기도,80874000,8087,0.81,2026-02-24 16:55:10,수의계약,기타,재량계약,경기도,송주현,031-8075-4328
R26DD20665993,2026년 화정2지구 도시공원 녹지관리공사,경기도 고양시,경기도,101810000,10181,1.02,2026-02-24 16:52:16,수의계약,기타,재량계약,경기도,정다혜,031-8075-4319
R26DD20665981,당월천 호우피해 재해복구사업,전북특별자치도 김제시,전북특별자치도,43921000,4392,0.44,2026-02-24 16:47:55,수의계약,기타,소액수의,전북특별자치도,김시현,063-540-3985
R26DD20665968,통영시보건소 인근 보도블럭 정비공사,경상남도 통영시,경상남도,99970000,9997,1.0,2026-02-24 16:42:44,수의계약,기타,재량계약,경상남도,박선우,055-650-1414
R26DD20666255,솔가람고 다목적강당 옹벽 신설공사,전라남도교육청 전라남도담양교육지원청,전라남도교육청,114373000,11437,1.14,2026-02-24 18:46:52,수의계약,기타,재량계약,전라남도,김광식,061-380-8161
R26DD20666230,옥성면 주아리 윗가락골 농로 개설공사,경상북도 구미시,경상북도,60000000,6000,0.6,2026-02-24 18:27:18,수의계약,기타,재량계약,경상북도,김재현,054-480-5733
R26DD20666202,2026년 가로수 환경개선공사(단가계약),경기도 부천시 소사구,경기도,93000000,9300,0.93,2026-02-24 18:08:25,수의계약,기타,재량계약,경기도,나은정,032-625-6481
R26DD20666092,강화군 축구장 인조잔디 철거공사,인천광역시 강화군,인천광역시,85118000,8512,0.85,2026-02-24 17:21:53,수의계약,기타,재량계약,인천광역시,문화체육시설팀,032-930-3923
R26DD20666078,소보면 봉황2리 마을 안 용수로 개체공사,대구광역시 군위군,대구광역시,195300000,19530,1.95,2026-02-24 17:13:30,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666021,군위읍 외량2리 오가지 송수관로 설치공사,대구광역시 군위군,대구광역시,143900000,14390,1.44,2026-02-24 16:59:28,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20666402,2026년 서거차도 발전소 계획예방 정비공사,전라남도 진도군,전라남도,160919000,16092,1.61,2026-02-24 21:41:09,수의계약,기타,재량계약,전라남도,양소영,061-540-6414
R26DD20665997,2026년 향동1지구 도시공원 녹지관리공사,경기도 고양시,경기도,63182000,6318,0.63,2026-02-24 16:53:59,수의계약,기타,재량계약,경기도,송주현,031-8075-4328
R26DD20665939,무수천 호우피해 재해복구사업,전북특별자치도 김제시,전북특별자치도,51690000,5169,0.52,2026-02-24 16:34:43,수의계약,기타,재량계약,전북특별자치도,김시현,063-540-3985
R26DD20665922,부적면 마구평리 문화마을 보행자길 정비공사,충청남도 논산시,충청남도,133190000,13319,1.33,2026-02-24 16:30:15,수의계약,기타,재량계약,충청남도,송영빈,041-746-6275
R26DD20665710,2026년 소리천 녹지 유지관리공사,경기도 파주시,경기도,185000000,18500,1.85,2026-02-24 15:05:26,수의계약,기타,재량계약,경기도,박현준,031-940-8710
R26DD20665672,2026년 담장허물기 주차장 조성공사 (연간단가),서울특별시 관악구,서울특별시,82189050,8219,0.82,2026-02-24 14:55:08,수의계약,기타,재량계약,서울특별시,서해니,02-879-6864
R26DD20666428,관산 죽교2지구 흙수로 구조물화사업,전라남도 장흥군,전라남도,80000000,8000,0.8,2026-02-24 23:31:04,수의계약,기타,재량계약,전라남도,임재연,061-860-6154
R26DD20667311,2026년 중부수도사업소 세대별 계량기 설치공사(연간계약),인천광역시 상수도사업본부,인천광역시,42832900,4283,0.43,2026-02-25 14:12:26,수의계약,기타,소액수의,인천광역시,한대동,032-720-2093
R26DD20667294,2026년 신장지구 등 가로수 보식 공사,경기도 하남시,경기도,77349750,7735,0.77,2026-02-25 14:06:56,수의계약,기타,재량계약,경기도,하연숙,031-5182-1169
R26DD20666330,청량 화정마을 용수로 설치공사,울산광역시 울주군,울산광역시,35020000,3502,0.35,2026-02-24 20:01:15,수의계약,기타,소액수의,울산광역시,박진형,052-204-1552
R26DD20666300,2026년 숲가꾸기(봉평 1차)사업,산림청 동부지방산림청 평창국유림관리소,산림청,103262000,10326,1.03,2026-02-24 19:34:41,지명경쟁,기타,재량계약,강원특별자치도,오규상,033-330-4013
R26DD20665854,소규모 공공시설(삼태리 세천0004) 재해복구사업,충청남도 천안시,충청남도,70360000,7036,0.7,2026-02-24 16:06:00,수의계약,기타,재량계약,충청남도,강성재,041-521-5576
R26DD20667166,2026년 솔껍질깍지벌레 예방나무주사사업,부산광역시 기장군,부산광역시,55131000,5513,0.55,2026-02-25 13:31:31,수의계약,기타,재량계약,부산광역시,손영석,051-709-5451
R26DD20667387,2026년 MTV 녹지대 관리공사(5구역),경기도 안산시 단원구,경기도,83000000,8300,0.83,2026-02-25 14:33:45,수의계약,기타,재량계약,경기도,최윤나 주무관,031-481-6416
R26DD20667377,승강기 유압모터 교체 공사,광주광역시 각화동농산물도매시장관리사무소,광주광역시,5258000,526,0.05,2026-02-25 14:30:18,수의계약,기타,소액수의,광주광역시,유재용,062-613-5525
R26DD20666395,달전리 아스콘 덧씌우기공사,세종특별자치시,세종특별자치시,162530000,16253,1.63,2026-02-24 21:13:13,수의계약,기타,재량계약,,박세윤,044-300-5233
R26DD20666683,2026년 상반기 도시숲(1권역) 연중관리 공사,경기도 의왕시,경기도,83699000,8370,0.84,2026-02-25 09:37:56,수의계약,기타,재량계약,경기도,유세리,031-345-3833
R26DD20667293,용담공원 정비공사,인천광역시 연수구,인천광역시,47848000,4785,0.48,2026-02-25 14:06:43,수의계약,기타,소액수의,인천광역시,이선아,032-749-8692
R26DD20667207,밀성공원 사면정비공사,경상남도 밀양시,경상남도,33960000,3396,0.34,2026-02-25 13:38:57,수의계약,기타,소액수의,경상남도,엄영식,055-359-5146
R26DD20666088,생활권 공원녹지 내 맨발길 조성사업((전기),대전광역시 동구,대전광역시,65880000,6588,0.66,2026-02-24 17:19:57,수의계약,전기공사,재량계약,대전광역시,송재필,042-251-4753
R26DD20666044,소보면 봉소리 상소지 용수로 개체공사,대구광역시 군위군,대구광역시,139000000,13900,1.39,2026-02-24 17:04:20,수의계약,기타,재량계약,대구광역시,장용진,054-380-6372
R26DD20665995,속초시민약국 앞 가속차로 설치공사,강원특별자치도 속초시,강원특별자치도,41100000,4110,0.41,2026-02-24 16:53:38,수의계약,기타,소액수의,강원특별자치도,김상유,033-639-2487
R26DD20667162,서남센터 오니처리시설 이송설비 정비공사,서울물재생시설공단,서울물재생시설공단,199956000,19996,2.0,2026-02-25 13:31:06,수의계약,기타,재량계약,서울특별시,김태인,02-3410-9744
R26DD20667159,공성 이화2리 중리 세천정비공사,경상북도 상주시,경상북도,131800000,13180,1.32,2026-02-25 13:30:41,수의계약,기타,재량계약,경상북도,채종규,054-537-6132
R26DD20666885,관산 송촌3구 배수로 정비사업,전라남도 장흥군,전라남도,46100000,4610,0.46,2026-02-25 10:19:27,수의계약,기타,소액수의,전라남도,임재연,061-860-6154
R26DD20666871,마조26호용수지거외 2개소 수로관설치공사,한국농어촌공사 경기지역본부 김포지사,한국농어촌공사,21800000,2180,0.22,2026-02-25 10:14:45,수의계약,기타,소액수의,경기도,이은서,031-980-8106
R26DD20667100,2026년 공영주차장 유지관리 정비공사(단가계약),경기도 부천시,경기도,191143000,19114,1.91,2026-02-25 13:09:48,수의계약,기타,재량계약,경기도,장민식,032-625-4772
R26DD20667080,2026년 관내 도로 빗물받이 보수 공사(단가계약),경기도 하남시,경기도,80000000,8000,0.8,2026-02-25 12:32:03,수의계약,토목공사,재량계약,경기도,최장우,031-790-5821
R26DD20667042,통영지점 전체 레이아웃 설비공사,중소기업은행,중소기업은행,153670000,15367,1.54,2026-02-25 11:31:19,지명경쟁,기타,재량계약,경상남도,오예나,02-729-7458
R26DD20667038,통영지점 전체 레이아웃 전기공사,중소기업은행,중소기업은행,146993000,14699,1.47,2026-02-25 11:30:36,지명경쟁,전기공사,재량계약,경상남도,오예나,02-729-7458
R26DD20667371,2026년 MTV 녹지대 관리공사(3구역),경기도 안산시 단원구,경기도,78000000,7800,0.78,2026-02-25 14:29:13,수의계약,기타,재량계약,경기도,최윤나 주무관,031-481-6416
R26DD20667363,2026년 MTV 녹지대 관리공사(1구역),경기도 안산시 단원구,경기도,66000000,6600,0.66,2026-02-25 14:27:04,수의계약,기타,재량계약,경기도,최윤나 주무관,031-481-6416
R26DD20667350,2026년 읍면동 보안등 설치공사,충청남도 아산시,충청남도,97351000,9735,0.97,2026-02-25 14:23:00,수의계약,기타,재량계약,충청남도,장준호,041-540-2469
R26DD20667335,2026년 수목 병해충 방제공사,국가보훈부 국립대전현충원,국가보훈부,39501000,3950,0.4,2026-02-25 14:16:47,수의계약,조경공사,소액수의,대전광역시,김명성,042-820-7012
R26DD20667331,2026년 수리시설 정비공사(두창리 2088 일원),경기도 용인시,경기도,53350000,5335,0.53,2026-02-25 14:15:50,수의계약,기타,재량계약,경기도,이승원,3167
R26DD20667330,2026년 수리시설 정비공사(학일리 754번지 일원),경기도 용인시,경기도,66614000,6661,0.67,2026-02-25 14:15:50,수의계약,기타,재량계약,경기도,이승원,3167
R26DD20667329,2026년 수리시설 정비공사(송전리 1051번지 일원),경기도 용인시,경기도,81380000,8138,0.81,2026-02-25 14:15:50,수의계약,기타,재량계약,경기도,이승원,3167
R26DD20667328,원삼면 두창리 2813번지 일원 수리시설 정비공사,경기도 용인시,경기도,147240000,14724,1.47,2026-02-25 14:15:50,수의계약,기타,재량계약,경기도,이승원,3167
R26DD20667327,2026년 상반기 소나무재선충병 방제사업(수종전환),경기도 용인시,경기도,120000000,12000,1.2,2026-02-25 14:15:50,수의계약,기타,재량계약,경기도,김해진,2348
R26DD20666638,	대성배수지 전기 및 계측설비 이전공사,전북특별자치도 전주시,전북특별자치도,109681000,10968,1.1,2026-02-25 09:22:41,수의계약,전기공사,재량계약,전북특별자치도,황은택,063-281-6972
R26DD20666580,삼천육교 보수공사,전북특별자치도 전주시 완산구,전북특별자치도,120549000,12055,1.21,2026-02-25 09:00:07,수의계약,기타,재량계약,전북특별자치도,김지영,063-220-5216
R26DD20666576,공연마루 승강기 브레이크 교체공사,광주광역시 예술의전당,광주광역시,5000000,500,0.05,2026-02-25 08:59:28,수의계약,기타,소액수의,광주광역시,김영준,062-613-8343
R26DD20665949,선동 691번지 주변 농로 개설공사,광주광역시 광산구,광주광역시,81530000,8153,0.82,2026-02-24 16:36:42,제한경쟁,기타,재량계약,광주광역시,오명호,062-960-8507
R26DD20665912,우산동 에드가리움 일원 우수관로 설치공사,광주광역시 광산구,광주광역시,185310000,18531,1.85,2026-02-24 16:27:42,제한경쟁,기타,재량계약,광주광역시,김성준,062-960-8573
R26DD20665881,2026 예산천 수도관 복구공사,충청남도 예산군,충청남도,188865000,18886,1.89,2026-02-24 16:15:11,수의계약,기타,재량계약,충청남도,김승규,041-339-8332
R26DD20665876,서랑저수지 음악분수 전기인입 공사,경기도 오산시,경기도,89630000,8963,0.9,2026-02-24 16:12:18,수의계약,전기공사,재량계약,경기도,임기평,031-8036-6463
R26DD20666960,동면 화덕1리 수해복구공사,충청남도 천안시,충청남도,152600000,15260,1.53,2026-02-25 11:01:50,수의계약,기타,재량계약,충청남도,이상곤,041-521-5294
R26DD20666400,원평동 역전로4길(구미초등학교)일원 도로정비공사,경상북도 구미시,경상북도,53200000,5320,0.53,2026-02-24 21:36:21,수의계약,토목공사,재량계약,경상북도,강민준,054-480-5485
R26DD20666398,장흥 평화2구 진입로 확포장 공사,전라남도 장흥군,전라남도,43890000,4389,0.44,2026-02-24 21:25:31,수의계약,토목공사,소액수의,전라남도,임재연,061-860-6154
R26DD20666389,장평면 여의 용수로 정비공사,전라남도 장흥군,전라남도,30000000,3000,0.3,2026-02-24 21:08:51,수의계약,기타,소액수의,전라남도,임재연,061-860-6154
R26DD20666380,2026 수해복구사업 대술면 산정리 세천정비공사,충청남도 예산군,충청남도,59150000,5915,0.59,2026-02-24 20:55:58,수의계약,기타,재량계약,충청남도,김지훈,041-339-7687
R26DD20666377,2025년 마사천(지방하천) 재해복구사업,충청남도 예산군,충청남도,44430000,4443,0.44,2026-02-24 20:50:39,수의계약,토목공사,소액수의,충청남도,김희수,041-339-7784
R26DD20666364,대곡(리도207호선)아스콘포장공사,경상북도 청도군,경상북도,150554000,15055,1.51,2026-02-24 20:31:35,수의계약,토목공사,재량계약,경상북도,이재희,054-370-2327
R26DD20666311,온양 내고산마을 하순동저수지 인근 석축정비공사,울산광역시 울주군,울산광역시,74000000,7400,0.74,2026-02-24 19:48:55,수의계약,기타,재량계약,울산광역시,정승익,052-204-1555
R26DD20665827,2026년 서원구 노후 가로등 LED 교체공사,충청북도 청주시 서원구,충청북도,63035000,6304,0.63,2026-02-24 15:55:12,수의계약,기타,재량계약,충청북도,이유찬,043-201-6355
R26DD20665796,금산면 어유소하천 준설공사,전북특별자치도 김제시,전북특별자치도,34588000,3459,0.35,2026-02-24 15:42:56,수의계약,토목공사,소액수의,전북특별자치도,박성순,063-540-3965
R26DD20665790,사량 읍포천 정비사업,경상남도 통영시 사량면,경상남도,34800000,3480,0.35,2026-02-24 15:40:39,수의계약,기타,소액수의,경상남도,전유정,055-650-3623
R26DD20665772,2026년 화성국민체육센터 청사 유지보수 공사(단가계약),화성도시공사,경기도,66127600,6613,0.66,2026-02-24 15:33:56,수의계약,기타,재량계약,경기도,김강민,031-278-7541
R26DD20665722,주교배수장 토출수조 배수관로 설치공사,한국농어촌공사 충남지역본부 보령지사,한국농어촌공사,12068000,1207,0.12,2026-02-24 15:12:15,수의계약,기타,소액수의,충청남도,최주혜,041-930-7830
R26DD20666899,2026년 공원녹지 위험수목 정비사업(단가계약),부산광역시 기장군,부산광역시,55800000,5580,0.56,2026-02-25 10:24:54,수의계약,조경공사,재량계약,부산광역시,전성현,051-709-4535
R26DD20666870,연구관실 확보공사(건축),헌법재판소,헌법재판소,54800000,5480,0.55,2026-02-25 10:14:07,수의계약,건축공사,재량계약,서울특별시,이병로,02-708-3534
R26DD20666263,2026년 지능형 CCTV 확대 구축사업(전기),경상남도 진주시,경상남도,71246000,7125,0.71,2026-02-24 19:02:44,수의계약,전기공사,재량계약,경상남도,김성재,055-749-3642
R26DD20666148,2026년 국도변가로수연간관리사업(28호선),경상북도 의성군,경상북도,96000000,9600,0.96,2026-02-24 17:52:48,수의계약,기타,재량계약,경상북도,손동범,054-830-6523
R26DD20665713,2026년 공공디자인 시설물 유지보수 공사(연간단가),서울특별시 금천구,서울특별시,23200000,2320,0.23,2026-02-24 15:06:29,수의계약,기타,소액수의,서울특별시,박지형,02-2627-1542
R26DD20665680,흥덕도서관 종합자료실 환경개선공사(건축),경기도 용인시,경기도,44119000,4412,0.44,2026-02-24 14:56:41,수의계약,건축공사,소액수의,경기도,박은구,1518
R26DD20665665,2026년 진도군 슬레이트 지붕해체 철거공사(4권역),사단법인 수생태보전협의회,사단법인 수생태보전협의회,174664740,17466,1.75,2026-02-24 14:53:03,수의계약,기타,재량계약,전라남도,한승완,062-674-9150
R26DD20667013,2026년 영암 비축농지 임대형 스마트팜 세부설계 용역,한국농어촌공사 전남지역본부,한국농어촌공사,20102000,2010,0.2,2026-02-25 11:23:45,수의계약,기타,소액수의,,이규성,062-958-2310
R26DD20666862,2026년 스마트관망 시설물 유지관리용역(남서부),경기도 평택시 상하수도사업소,경기도,89882000,8988,0.9,2026-02-25 10:11:30,수의계약,기타,재량계약,,박현민,031-8024-5435
R26DD20666365,2026년 임도시설사업(구조개량_기번4) 실시설계용역(3차),산림청 동부지방산림청 평창국유림관리소,산림청,11569000,1157,0.12,2026-02-24 20:31:54,수의계약,기타,소액수의,,서문철,033-330-4031
R26DD20667297,"경남혜림학교 본관동 외 2동(급식소, 별관 및 신관동) 및 호계초등학교 본관동 내진보강(마감) 설계용역",경상남도교육청 경상남도창원교육지원청,경상남도교육청,40304000,4030,0.4,2026-02-25 14:07:49,수의계약,기타,소액수의,,김성윤,055-210-7575
R26DD20666323,부강역~북대전IC 건설공사(2공구) 지하안전영향평가 용역,행정중심복합도시건설청,행정중심복합도시건설청,183000000,18300,1.83,2026-02-24 19:57:13,제한경쟁,기타,재량계약,,김종환,044-200-3232
R26DD20666256,용면초 등 3교 학교시설 정밀점검용역,전라남도교육청 전라남도담양교육지원청,전라남도교육청,42933000,4293,0.43,2026-02-24 18:47:53,수의계약,기타,소액수의,,김광식,061-380-8161
R26DD20667270,성북천(우안) 산책로 조성 기본 및 실시설계 용역 시행(긴급),서울특별시 성북구,서울특별시,165931700,16593,1.66,2026-02-25 14:00:16,제한경쟁,기타,재량계약,,김경화,02-2241-3622
R26DD20667190,아산시 2종 시설물 정기안전점검용역,충청남도 아산시 미래도시관리사업소,충청남도,57210000,5721,0.57,2026-02-25 13:37:16,수의계약,기타,재량계약,,박기용,041-540-2932
R26DD20666204,2026년 방배배수지 등 2개소 정밀안전진단 용역,서울특별시,서울특별시,133320000,13332,1.33,2026-02-24 18:09:04,제한경쟁,기타,재량계약,,김종섭,02-3146-4903
R26DD20666146,염소분산주입시설 개량 실시설계 용역,서울특별시 서울아리수본부,서울특별시,21500000,2150,0.21,2026-02-24 17:49:57,수의계약,기타,소액수의,,이정희,02-3146-1335
R26DD20667151,"한국전통문화대학교 홈페이지 고도화(전통미술공예학과, 대학원 개편)",국가유산청 한국전통문화대학교,국가유산청,46250000,4625,0.46,2026-02-25 13:28:58,수의계약,기타,소액수의,,구정록,041-830-7212
R26DD20667140,2026년 춘기조림사업(호계외지구) 감리용역,경북 문경시산림조합,산림조합중앙회,13657000,1366,0.14,2026-02-25 13:26:49,수의계약,기타,소액수의,,장은주,054-555-2304
R26DD20667128,"건축공사 안전점검 수행기관 지정 공고(신평동 580번지, 대우제약 공장 증축공사)",부산광역시 사하구,부산광역시,22000000,2200,0.22,2026-02-25 13:20:40,지명경쟁,건축공사,소액수의,,임태섭,051-220-4594
R26DD20667120,2026년 배수문(5개소) 정밀안전점검 용역,경기도 고양시 덕양구,경기도,65533000,6553,0.66,2026-02-25 13:19:01,수의계약,기타,재량계약,,유병찬,031-8075-3582
R26DD20666565,2026년 산림유역관리사업 감리용역,전라남도 장흥군,전라남도,28122000,2812,0.28,2026-02-25 08:56:06,수의계약,기타,소액수의,,한민건,061-860-6072
R26DD20666530,성서 자원회수시설 환경상 영향조사 용역,대구광역시,대구광역시,190960000,19096,1.91,2026-02-25 07:49:43,지명경쟁,기타,재량계약,,김중호,053-803-4251
